Image URL;Artiker Number;Title;Manufacturer;URL;Shipping Cost;Price;Stock;Condition;RAM;GPU;Processor;SSD vs HDD;Screen Size;Screen Resolution;Product Weight;Supplier;Positive Feedback
https://i.ebayimg.com/thumbs/images/g/Z3AAAOSw7TJkTEW3/s-l300.jpg;225560037009;"Lenovo ThinkPad T480s 14"" Laptop i5 8th Gen 500GB NVME 16GB RAM Win 11 Pro FHD";Lenovo;https://www.ebay.com/itm/225560037009?hash=item34846d0691%3Ag%3AZ3AAAOSw7TJkTEW3&amdata=enc%3AAQAIAAAA4KU4WtS3uJrdAIk4cIPbYr1LD526MADufLiD99aDXKzIpOE6U96sUP2JB%2BpEK7qMKNWjiRZWWXbUEmBWFytmBbmKu%2B8RSpB2IlDFYdHPAkE8Ks7swOPwryV5Z7jT2%2FNCFdAHuxnE96RXem7KuGziGdA8lJsKkxAxxqYhp1nNM297jhxPL86xOIYotk0FFj73CHO1EmYiWpXNQZ3edZh3PLjLJK%2FGcxGZCiCJ0f4u6xnwfjJ6weaIk4IIqOBrVvp4q2PPmL7nO6QmnNc9t%2Fey1ltZtaVTMvmjhkgMpaKyoY57%7Ctkp%3ABk9SR6qYn_q4Yg&LH_ItemCondition=1000%7C2010;US $42.71;US $269.99;3 available / 113 sold;Excellent - RefurbishedExcellent - Refurbished;16 GB;Intel UHD Graphics;Intel Core i5 8th Gen.;500 GB | 500 GB;14 in;1920 x 1080;;kl0;99.3% positive feedback
https://i.ebayimg.com/thumbs/images/g/ARIAAOSwHSxikR5v/s-l300.jpg;284832329974;"NEW HP 14"" FHD AMD Ryzen 3 3.5GHz 128GB SSD 4GB RAM Silver Windows 11 Laptop";Lenovo;https://www.ebay.com/itm/284832329974?epid=9054352276&hash=item42515470f6%3Ag%3AARIAAOSwHSxikR5v&amdata=enc%3AAQAIAAAAwClR04ghIhMh1yfCFy9iei6RY0hnagWZzZI3goUCiMEEaCNz%2B%2FtuGHknGpDTIL3ps9Cf2%2Bg9xhIRUocG3D0tkJFaKAj%2BZUYEW9Kp%2F9RgrzzTpCIpEeQlElo6%2BTXGGbnTNpKEEuVxH6rLjI99nNfbDaHlFhIveLBQAULZvWI%2Fx%2FYc41K%2Bh%2FjacPusx%2BZJ3uZZP1U%2BFS%2BLGYFhog7gcUif5iDFO8bo45WBvg5tTmRsKd4Zy6QQa9nYQEUYwZj66qEwSg%3D%3D%7Ctkp%3ABk9SR6qYn_q4Yg&LH_ItemCondition=1000%7C2010;284832329974;US $269.99;5 available / 1 sold;NewNew;4 GB;AMD Radeon Graphics;AMD Ryzen 3;128 GB | 128 GB;14 in;1920 x 1080;;endeardistributors;99.3% positive feedback
https://i.ebayimg.com/thumbs/images/g/WSkAAOSwTuNjKFSf/s-l300.jpg;125894299631;"New Gateway Laptop 15.6"" Ultra Slim 256GB SSD, Intel Core i3 11th 8GB RAM Win 10";HP;https://www.ebay.com/itm/125894299631?epid=6048177856&hash=item1d4fe28fef%3Ag%3AWSkAAOSwTuNjKFSf&amdata=enc%3AAQAIAAAAwMO42sFqka0IKEPKSacVGRYY7IkZjRUbfHW3f0aQuEznteZgY9HM5yljxQHKWXID07pGpYR01zm0ssqse21B6iiAHGkC4SEijc8%2FENb46msCOhJA%2FKWfcJsXZwbDbOQ6nRRC0du5iCqcRnTGw5J5ZxJWD%2BTCbQfW4dIs2mnGW1gO2%2B3j1vcmP1ulmfEXdWw%2BXhY3yf%2B3DJpDJQB6U7kGMPLjNKXmHO1pQaTJkilmtJGgzr9w%2B0cfNz3ZS5HxSxz4Lw%3D%3D%7Ctkp%3ABk9SR6qYn_q4Yg&LH_ItemCondition=1000%7C2010;US $42.71;US $269.99;More than 10 available / 40 sold;NewNew;8 GB;Intel UHD Graphics;Intel Core i3 11th Gen.;256 GB | 256 GB;15.6 in;1920 x 1080;4.2 lbs.;glen.tech;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/WKIAAOSw4PBjv7h3/s-l300.jpg;164858762004;"NEW Lenovo IdeaPad 14"" HD AMD A6 4GB RAM 64GB eMMC Laptop Grey 1 Year Office 365";Gateway;https://www.ebay.com/itm/164858762004?epid=17041812395&hash=item2662591314%3Ag%3AWKIAAOSw4PBjv7h3&amdata=enc%3AAQAIAAAA4JcdvTb9bgS8MeQinrgLG3qF1S4bASvL65SC6QVBWlrYePsZ4FmldK%2Bq%2FN5fhILoP7BFXYMC8AtLEKHjV%2FKxq2PQtbkE5BYwb%2BYtlbuK3vbMStQGiNUwQcP%2FHZJLwoqHIrRi2ttR%2FHENvoNWhdBoiJEdXyDVm5AZtosSRdAaXFAwzGSvB0rinKPT4gOlNVQo0kWDwlKuO%2FOdlKHKckwow7FijC0w6jtjt4eG4eyw6o6uHuTj%2Bajb%2BO5tDyp6C0hR2vcAdmE1ulAoo%2Ff58TehgkX%2B1qH3AXs%2BBbPx2u7oc4eO%7Ctkp%3ABk9SR6qYn_q4Yg&LH_ItemCondition=1000%7C2010;US $42.71;US $269.99;Stok tidak ada;NewNew;4 GB;AMD Radeon R4;AMD A6-9220E;64 GB | 64 GB;14 in;1366 x 768;3.09 pounds;wonn214;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/K9cAAOSwnEhklHLM/s-l300.jpg;155623326476;HP Elitebook 830 G5 Laptop Intel i5-8350U 1.7 GHz 8GB Ram 256GB SSD W10P;Lenovo;https://www.ebay.com/itm/155623326476?epid=24055429718&hash=item243bdf830c%3Ag%3AK9cAAOSwnEhklHLM&amdata=enc%3AAQAIAAAA4DFPeXu6HyLEADghqehIJVl6mbRwVcafCuhNiZMB2mvJXLeI%2BNKaW%2BMasq%2F8LHqatYfmYY21pXFJewXOrhq2FU0yC08CuZO2F5t0yTdw8%2BH0s%2F576WoNlEQDI7A87nom3thjaiRiSO95HBVBy%2BWlUrZPv0q3eTu0eqOkdoPmnh9QLjVg%2B0bb%2FeqGJrPSxm6i6BauwfzpkuBLYDVJfmEGYXdH15rJNX57TxwrKhxCvgoTonYJlQxXFLlGVG%2BFUhOLpDpyy0w3czv20d81jDeaS3UhojgDQHf4R3XYLFEr4WR7%7Ctkp%3ABk9SR6qYn_q4Yg&LH_ItemCondition=1000%7C2010;155623326476;US $269.99;3 available;Excellent - RefurbishedExcellent - Refurbished;8 GB;Intel HD Graphics 620;8350U; | ;"13.3""";;;buyrefurbishedus;97.8% positive feedback
https://i.ebayimg.com/thumbs/images/g/NA4AAOSw9eFknapp/s-l300.jpg;354881155183;ASUS VivoBook F415 14'' (128GB SSD Intel Core i3-1115G4 3GHz 4GB RAM) Laptop...;HP;https://www.ebay.com/itm/354881155183?epid=20054004706&hash=item52a090b06f%3Ag%3ANA4AAOSw9eFknapp&amdata=enc%3AAQAIAAAA4HkmJV1pF2CcJvJVO43Hm8Cia1tEm%2BXkiYA8z4RapGlqCT4OHEK8dC3bKaXEDwwrPBMNyz1ZwJND9RBqtPGsm3jF7PXlM5OZVseDD435zXRF4EvAe144wePUfKqxx5SQ2ErimMo6tbFARMrXqix22KiSshYYUI4Vt2ttxgMEc5WBihPt73wSF%2BJ%2BgESt2gmRQzVopnbdHNff%2BmQFnaUcwShjoK5%2FZdm1kE3%2FZpWyBxVd939YKoLDnZDHqFDWrt4IhjgtNOOu6JGGaqQU3Qk%2FzgAMAW9QHb%2FJ7350UF2w4Tp5%7Ctkp%3ABk9SR6qYn_q4Yg&LH_ItemCondition=1000%7C2010;US $52.96;US $269.99;3 available;NewNew;4 GB;Intel UHD Graphics;Intel Core i3 11th Gen.;128 GB | 128 GB;14 in;1920 x 1080;;24-7greatdeals;93.2% positive feedback
https://i.ebayimg.com/thumbs/images/g/hhAAAOSw0dtkZ0CH/s-l300.jpg;394003530720;CHUWI GemiBook XPro 14.1'' Laptop Windows 11 Intel Core i3 8G+256G SSD 3.4Ghz;ASUS;https://www.ebay.com/itm/394003530720?hash=item5bbc70c3e0%3Ag%3AhhAAAOSw0dtkZ0CH&amdata=enc%3AAQAIAAAAwN%2FY5X%2F%2FcDk3m5k1B97jYiz9cdk0glqsdn06DtGVXkoIG3qhjQFahKUIo22ZfzWWokr%2Fm7GiuCW5bE3HEfZkKU5%2FRzY1%2Bfcz9xc28Iof39A%2B18KgudrHKy2YXQSKKV3644Sfz1acN4HN6dCsfzWsQIxR02faVskUY%2F%2FGo7sgwQ1KHh1DjJejeTJxUmOdr0A2l%2FsCwN4Ita25%2F3UjGuz41%2F2Obr%2Fox4FlN5qvSUncbtR3AldN0n%2Bk1uojxtjo1lGItA%3D%3D%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;US $42.71;US $269.99;4 available / 14 sold;NewNew;8 GB;Intel® UHD Graphics 600, 250-750MHz;Intel N100;256 GB | 256 GB;14.1 in;1920 x 1080;About 1.5 kg;detaier4595;95.6% positive feedback
https://i.ebayimg.com/thumbs/images/g/NIsAAOSwmVFjDqU~/s-l300.jpg;295670224309;"HP 840 G1 14.0"" Grade A Laptop Intel Core i5 4th Gen 4200U 1.60GHz 8GB Memory";CHUWI;https://www.ebay.com/itm/295670224309?hash=item44d75195b5%3Ag%3ANIsAAOSwmVFjDqU%7E&amdata=enc%3AAQAIAAAAwEljEBFhKGsT7P8t%2BCzH%2B%2FkouuyIFonuwVvmsya0PXOa%2FPajy9%2B8S8hdwjRDuE26J2yQ%2BRBYxiSGsjD7RYkSXdpkvj6cJTEyEe9sMF9gyN33gk9pG4Io3jYAXBDLc8pO2edRDEXmxAifCRJvn%2Buou%2BSfxhMGrvoQ2zfQq8xDgdg10hLiUddIujpROEEimJn4WI76Dkp8avo9aAkzmGCvFsOCCSaGyn5gYuHrv%2Bq6JvROHSiItfkAs9peB8y6coZpvg%3D%3D%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;295670224309;US $269.99;3 available;Excellent - RefurbishedExcellent - Refurbished;8GB;Intel HD Graphics 4400;Intel Core i5 4th Gen.;256 GB | 256 GB;14 in;;;Unknown supplier;
https://i.ebayimg.com/thumbs/images/g/fCQAAOSweS5gbg10/s-l300.jpg;164801998246;Brand new Hp laptop;HP;https://www.ebay.com/itm/164801998246?hash=item265ef6eda6%3Ag%3AfCQAAOSweS5gbg10&amdata=enc%3AAQAIAAAA4OX6zkwoFYbYDMdBkzzZcVRuosnDdQV%2F2iKoznup932EEmSK%2Fxx5eN%2FgPsXdusTBHeQJ8OOYGZtGBk13uTGA5RKXfqleyBSoUqmY3vA%2BRwSAaTSq2BdM3bTkYVZP%2FsD2xUIXt8L%2BfYCzYxf%2FFpppY%2F%2F9aG4t%2B64Jp2X0823cdj4h0t%2Bh9LqdGZEe4E7KgBUvfu5su0suhQiwqfiIa93YfwSxV277A7UxcPw205UY0hK4YiKxvEtAb4ZWlhZL8y%2FFP4FRjds4qfwbejfqgd1NQFJh9ppXCgSN9YKfWH3le0cF%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;164801998246;US $270.00;Stok tidak ada;NewNew;;;Intel Core i7 10th Gen.; | ;14 in;;;hoset44;Contact seller
https://i.ebayimg.com/thumbs/images/g/9fMAAOSwukhkusHR/s-l300.jpg;285394428287;"HP 255 G8 15.6"" Notebook HD 1366 x 768 AMD 3020E Dual-core, 4GB, 128GB";HP;https://www.ebay.com/itm/285394428287?hash=item4272d5617f%3Ag%3A9fMAAOSwukhkusHR&amdata=enc%3AAQAIAAAA4I36bI485lJuV9g5gobqesAw4YwSSmBClaJFF56%2ByWzheq%2BVFIe3Y7ulhXqAJjwgZjMmErEK9nwz8C5BRzfMFq75pyf1%2BW6OCvsJrLxTVP9EJ3jilQ9rIqjNY9rUB41yOlki7t5UZhrflDZK4f%2FQnzxtfCbdeU4VLR01qAKZpghTQhgZ5J9QW4ZOp3yal4YuPM3KCsqKsG8silBiYcFRxc1iQNlsUwalzd7FX9Osjry4ga0RiPtDITenMoL6lP7c06p3pMsy154E%2FMfAUrlcgGEZ4scnsZrY4dIOZm0Hlh%2BI%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;US $57.54;US $270.00;Stok tidak ada;NewNew;4GB;AMD Radeon Graphics;AMD 3020E;128 GB | 128 GB;15.6 in;1366 x 768;;uicha119;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/wvcAAOSwqD5kmtOH/s-l300.jpg;175774208426;Mini Laptop 7 Inch Touch Screen 12GB RAM Dual Band WiFi Front Camera USB3.0 Hot;HP;https://www.ebay.com/itm/175774208426?hash=item28ecf591aa%3Ag%3AwvcAAOSwqD5kmtOH&amdata=enc%3AAQAIAAAAwF0Wp86ckCWl36JSNfceAotdDocj4VXFK9lC3v3Vfg9oh%2Bo%2F3XJpSSlIGXHqJecuGYjCPUMHEF%2BV%2BX3%2Fj%2F0zYNTFMsl6Xe23OB6PZAHXvXKUl7f6Wy0PKrm8LQ3Jvmblxod6tN5xR%2FDychiaU1t2GfKJExXJ6Afd9uBvOL5sEXMsOR%2Biguz5npSfpYTzbdQhj0UfsbrsYlOy6UQ2Kw4tO1V641irzzdPfDMc8qLbUKZNxskA1giHUpkXldT6vodNMw%3D%3D%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;175774208426;US $270.04/ea;8 available;NewNew;;;As Describe; | ;As Describe;As Describe;;fastfungoods;96.9% positive feedback
https://i.ebayimg.com/thumbs/images/g/HdwAAOSwtlBklaWy/s-l300.jpg;334922935646;"Chromebook 311 Laptop | AMD A-Series Dual-Core A4-9120C | 11.6"" HD Display ☑️";Unbranded;https://www.ebay.com/itm/334922935646?hash=item4dfaf66d5e%3Ag%3AHdwAAOSwtlBklaWy&amdata=enc%3AAQAIAAAA4IfD9zXbTkwRb7hPisNvmnheMNi8VgarOkxU5%2Bgrm56dNdmOxF5RXCJsGSN8fGsIgfM2DYU4os%2BxhWpIh3pDq5Xm3Xh1XM3FDpV5wJjhQVXfYA1c4TPa9Ql5XLWY4kuzPVNDZkd%2FcTi0uNsC%2FsDUTx5JftuMegcUaSJNEDs6KXaJZVJtS9YSKtYvGCt17KfzBKKZvJ%2Bn8H3H4zrWv6qWbqBA%2Buc1QBy%2FyoR1u3Cr8NHM68YWtksYYSg6MQazMUvHS0CJmvNBXJ5hfAfNE3yCIwkKfm7lZ%2B2AvdDSaVwV%2F6EN%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;334922935646;US $270.22;2 available;NewNew;;;Does not apply; | ;Does not apply;;2.87 pounds;houseofaces;98.7% positive feedback
https://i.ebayimg.com/thumbs/images/g/EQkAAOSwTWVj7fU7/s-l300.jpg;394466325984;CHUWI Gemibook Pro 14'' FHD Laptop Intel N5100 Windows10 8GB RAM 256GB SSD;Does not apply;https://www.ebay.com/itm/394466325984?hash=item5bd80675e0%3Ag%3AEQkAAOSwTWVj7fU7&amdata=enc%3AAQAIAAAAwKnY2SFbAarwru5tbuHg66vloBGFAsQ4fy7N7Cr3%2Bzc3AAZwOtPYyOHEbhvU9yc%2Bfqi0N0kl7Dm%2BwHMWJj3Z2NE69Zo2LlKoFp%2FD23Z%2FqPPd%2B%2Bf7UzjQ57aMIggUR%2FK58XxVPoPaPXfvhFcifNBUY3TQfGY97hdCi7iZXODAYyK4hY8SJft25j7AbETBYssmpnv12v5G5oWFEkDgZRC1LzIjGpkbf0i9R5NgJ%2BDBDui9cw0enmkGLcvLGHF1nu5h5w%3D%3D%7Ctkp%3ABk9SR6yYn_q4Yg&LH_ItemCondition=1000%7C2010;US $52.98;US $270.59;9 available / 1 sold;NewNew;8 GB;Intel® UHD Graphics 600, 250-750MHz;Intel Quad Core;256 GB | 256 GB;14 in;2160 x 1440;About 1.5 kg;detaier4595;95.6% positive feedback
