Image URL;Artiker Number;Title;Manufacturer;URL;Shipping Cost;Price;Stock;Condition;RAM;GPU;Processor;SSD vs HDD;Screen Size;Screen Resolution;Product Weight;Supplier;Positive Feedback
https://i.ebayimg.com/thumbs/images/g/nrYAAOSwrFdkq90r/s-l300.jpg;404373074039;"Lenovo 100E Chromebook 2ND Gen Laptop Computer 11.6"" HD 1366 X 768 Display Me...";Lenovo;https://www.ebay.com/itm/404373074039?epid=18046172924&hash=item5e26837077%3Ag%3AnrYAAOSwrFdkq90r&amdata=enc%3AAQAIAAAAwEH3ApXlTpsfoenr3643QW%2FKXNXZSoB19hIfTUynCYMi7X8XmZup2WzzinFDhtiDpkj6cn0V6yMn5fJY0wb87Xwrco%2Bf%2BQ%2Fy2ydUIScexR%2FzZh9nqY3j%2FNrNk0SYcP30w%2BoT1Oe3FO1LSZ%2FgjV4Ck1OofIYFevrFM%2ByFmHMMzuDCn30P5iMO79mac1%2B6l%2BAzWsuXNhjrf6HJojmNLNs0CybnLR%2BdWgi8vDjdhMWsXfHpgFudlcXw1YV7FkkRw7MUVg%3D%3D%7Ctkp%3ABk9SR7Sx39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $128.02;Stok tidak ada;NewNew;4 GB;PowerVR GX6250;MediaTek MT8173C;32 GB | 32 GB;11.6 in;1366 x 768;;rikmiy-0;92.5% positive feedback
https://i.ebayimg.com/thumbs/images/g/5oYAAOSwwAtkkxPF/s-l300.jpg;354864154610;"Lenovo 100E Chromebook 2ND Gen Laptop Computer, 11.6"" HD (1366 X 768)";Lenovo;https://www.ebay.com/itm/354864154610?epid=18046172924&hash=item529f8d47f2%3Ag%3A5oYAAOSwwAtkkxPF&amdata=enc%3AAQAIAAAAwKqcRqpXeT%2B318ij6pLmWPWroCwPI3PJ9XLOdxsML0Ov8A61cAmPrbamgI4biM18yki3%2BNNasDji3fUfasxxMkPLjwCEvINtY0aTwvrBa9ZjnJMvWREsOwm1X4S%2BdhVy1Nt4xsqLLB2NT7oCZwR%2Fr%2B6eIlgSuk2BmPy9Ot73pwnNV%2FDmCMK1MWsMxE1qX710frGKEpdsZRDvDFYijjBNuNDS5n7gHzwiLd%2BxnBBrY2N63FtlNvCR%2F4ScrW4Mm5RXDQ%3D%3D%7Ctkp%3ABk9SR7Sx39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $128.74;Stok tidak ada;NewNew;4 GB;PowerVR GX6250;MediaTek MT8173C;32 GB | 32 GB;11.6 in;1366 x 768;;mmmira-12;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/qUsAAOSwVg9jCaJq/s-l300.jpg;175535359009;Dell ChromeBook 11.6 Inch HD (1366 x 768) Laptop NoteBook PC (Renewed);Lenovo;https://www.ebay.com/itm/175535359009?epid=17034762280&hash=item28deb90421%3Ag%3AqUsAAOSwVg9jCaJq&amdata=enc%3AAQAIAAAA4KIfP2PXrRqzURTpXYPdlep527Jpp9NokcoEJ77tWrEFoq4QpAX1rno4c2%2B0oi1%2B0u%2BOvnqXyKx2UnAYwGaFmU2VyWW%2Ft%2B%2FBiuMg7y41Tln%2FspkyDqcCzlmxcLHgLPKI4VmB%2F0XYJxrpy%2BSEWes00mXWk25aV8ZuzdcxHAExhv9V0wQIV6MiQwWXEEwCnq9ysotC22puX5blAa9pZ2U67zPxlzMDfkUCsKxVaGrkeiNclzZjbjXvLNzubVClXLIS7losDhY4aR8oxao%2Fz3cNtkQUoym7%2B%2B6vi6pAqtwYYTe%2F%7Ctkp%3ABk9SR7Sx39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $128.75;Stok tidak ada;NewNew;4 GB;;Intel Celeron;16GB | 16GB;11.6 in;1366 x 768;;atilliaonline;97.5% positive feedback
https://i.ebayimg.com/thumbs/images/g/s~0AAOSwhuRkKLqU/s-l300.jpg;145015292918;Lenovo 500e Chromebook 2-in-1 Laptop 11.6in HD Touch Intel Celeron N3450 4 GB...;Dell;https://www.ebay.com/itm/145015292918?hash=item21c395c3f6%3Ag%3As%7E0AAOSwhuRkKLqU&amdata=enc%3AAQAIAAAA4HX3loDtg2lcvPR17cQDI8l25ulNuRedB0qRwdegCosWQBYjRqYWsAv%2BjbVW7HqO%2F7z02Oc5XysdQDqfoqPO69Xosq6hSa1YhdiL7LkNxK8y6OwvmQOFNdVb2gmfxO7MEnk0Wh1dV1AGSU61mIbX%2FBc0YoU%2BwE%2FSGFa7MYe%2FNu7HL7Dt3eqmqZ8FQrUR0OCJQPO6GcoK%2B8pl0Jvjrvbj8WYYUlDcPZBRY8%2F9kcdYVauK9r5vPEMdVJOnqonnGtgVBMrvKmE84vuknnvBpz%2FTtrSzfdfLBCVqZJVnpYY61Rsa%7Ctkp%3ABk9SR7Sx39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $129.57;3 available / 4 sold;NewNew;;See description for details;See description for details;See description for details | See description for details;See description for details;See description for details;;dan-788960;99.4% positive feedback
https://i.ebayimg.com/thumbs/images/g/OUoAAOSwPA9kyvn4/s-l300.jpg;334973725933;500e Chromebook 2-in-1 Laptop, 11.6in HD Touch, Intel Celeron N3450, 4 GB RAM...;Amazon Renewed;https://www.ebay.com/itm/334973725933?hash=item4dfdfd6ced%3Ag%3AOUoAAOSwPA9kyvn4&amdata=enc%3AAQAIAAAA4MtZYlq9B0R5X%2B5SQ54Ui2cxIMmwRD%2FGYNo8U5oygp%2FBe5LiEVgJ9pAnA1%2BEHe2dAdXO9yRVaPAYnCYQ%2FV%2BLjVR8bo%2FavkzSkNhIm%2FcnqxXiHUor26BJU8Gucz5Bm6RyUpMqtJrc6b9NHYyB4P0mwq5%2FUtkavtrW2p%2F0nkFTtO%2BFgxu4nQaH7qEtZzlEXoT5tCp5CNDiy%2BYSffa%2FKCiubWIypwHcpehCqNcplAvIBLYpXA1KFRw%2FL%2B9hUPiZ6MNcQA4qrAHSKsrEHAVsX%2BAxzt67EGYCjX5PUhwI8juT8MMC%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $129.57;Stok tidak ada;NewNew;;;Does not apply; | ;Does not apply;;;urielas-5;98% positive feedback
https://i.ebayimg.com/thumbs/images/g/yn4AAOSwbPtkZ1lW/s-l300.jpg;235016858767;CHUWI WINDOWS LAPTOP INTEL CELERON N4020 2.7ghz 4/8GRAM  128g/256g SSD;Lenovo;https://www.ebay.com/itm/235016858767?hash=item36b818ac8f%3Ag%3Ayn4AAOSwbPtkZ1lW&amdata=enc%3AAQAIAAAAwGT2CAmm0q%2F9c5ErTgZ5zUa0Um5KB%2FheyO5L1RlgTv4PBfz%2B8GFRrHfa6%2B1Kzh4zr%2FMnIhGzRJ1O164vpDurdU5D9muCC18xQYA1vWapEsTRa%2Fp2TvHaEhuhs9%2F8Oj1un9XhJYIcpu1xRj%2BBgZ%2FZiOHsf9YCMyr8geRRkXmwsnhnzHsmN4Mx1k4Y7kOUVAsFcWxf3VM00lJ9e5DR8%2FeFNNwywTMkoFQfhLp5teK0LLpIfKrhWqyyG%2FO8IjPIyjlfYQ%3D%3D%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $129.99;More than 10 available / 30 sold;NewNew;6G/8G;Intel UHD Graphics 600;Intel Celeron N;128G/256G | 128G/256G;11.6in/14.1in;1920 x 1080;;chuwielectronics;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/DfkAAOSwEjhjZ26y/s-l300.jpg;195859203359;"Lenovo Ideapad Chromebook 3 14"" (64GB SSD, Intel N4020, 4GB) Laptop  Blue";Chuwi;https://www.ebay.com/itm/195859203359?epid=27051004556&hash=item2d9a1e451f%3Ag%3ADfkAAOSwEjhjZ26y&amdata=enc%3AAQAIAAAAwHFcVuhd%2BVm8PiAVlv0dsKDRwJtw55BP7%2Fa13C350Imbd%2BVk%2FUtjHrY0SNGwKCOOYZhDB7kpqzY%2BTh1bGW%2FvC6X3mRWAbtwrsA%2BRw1%2FFDVSih4iUw0DO62GCN%2FEoyH4wlpMwrb2BWrvvXF2C9OaTpt%2FqgwkmTG2DlfBWDCaqBTUkz5Qh3qx7oJgplvvw6%2BHbDjPUyd4hd2YmiN40Hz%2FMsPWbJiaEyxndKEsVHXumRj%2FM16W7gaiSlqfN7eqswLgnfQ%3D%3D%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $129.99;Stok tidak ada;NewNew;4 GB;Intel UHD Graphics 600;Intel Celeron N;64 GB | 64 GB;14 in;;;jb_cellular;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/tYUAAOSwMexkJkqI/s-l300.jpg;385514994122;JUMPER TECH Laptop notebook computer 13.3 inch;Lenovo;https://www.ebay.com/itm/385514994122?hash=item59c27bf9ca%3Ag%3AtYUAAOSwMexkJkqI&amdata=enc%3AAQAIAAAAwCvOXodypQSdCLCE1EN1cwaZySxJVtNvrvYT%2FUZLco34%2BJwNlYa2TWTkzmTdyoacm0iUH62YU6%2FDoxTeYlfikwZ9GS7DGGptJWLeCIFRmVm6qTRMWEhUqrBbLVym6c690kdOY2kHa4qAjn9NEwfsbXF7iLoJTn8hs%2Fe6XuyqUBjcg4h8KkPVf0bv8CpoaWALJWPGh9TTNQpPNKMjbJtwgibLzK1exaOCNkBkBlgvnjoGSAqK6yjiOds5ClcnnCrg%2Bg%3D%3D%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;+IDR28,484.85 shipping;US $128.88;Stok tidak ada;NewNew;;AMD Radeon Graphics;Intel Celeron;128 GB | 128 GB;13.3 in;320 x 240;;seiya007;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/fBMAAOSwjcxkndoh/s-l300.jpg;295860493978;"New ListingASUS BR1100CK, 11.6"" Display, 4GB 64GB  W10Pro, Intel 4500 Laptop";Jumper;https://www.ebay.com/itm/295860493978?hash=item44e2a8de9a%3Ag%3AfBMAAOSwjcxkndoh&amdata=enc%3AAQAIAAAAwBMsrDZ6wE0P8dkXxnFwUYmu580F8rWZYfay9GASgI0BQWgqtLmDOl3STwktIOGmgOuMv934pgXLJwOY72THxpcHv%2Bgpyi1MEjFB4VpXRrYgK1a%2FN8zjnhAuQ11qGOJCrSk13udBxzetl23g0NUBR%2FNBQOJtnAH4ZwlTUJvkyqXGjw9Ye%2FWuBpNqo4WY00huOTQXvlYWMG8yCcq9jdFit7N61jw8uYByGWofvxniArEdDn3dPbZTciBS2s40YWg5Jw%3D%3D%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $133.99;Stok tidak ada;NewNew;4 GB;Intel UHD Graphics;Intel Celeron N4500;64 GB | 64 GB;11.6 in;1366 x 768;;davester2k6;97.2% positive feedback
https://i.ebayimg.com/thumbs/images/g/0m8AAOSwjtRkmmW~/s-l300.jpg;354919322341;"Lenovo ThinkPad T450 14"" Laptop Intel Core i5-4300U 8 GB RAM 256 GB SSD Win-10";ASUS;https://www.ebay.com/itm/354919322341?hash=item52a2d712e5%3Ag%3A0m8AAOSwjtRkmmW%7E&amdata=enc%3AAQAIAAAAwOO7GKlaD%2FLT3TptW6ddGFYs9e%2BkN2IjJjYXOy4EeqOxsLP7cppzbpQsZperirnJ1NwzbJpocxlID3nfEkc0vYchGzFkam30GEG9ZD25SKTnIghdEgmtKMSbBhotluyK3iqROjTACuEbi2krRg3mC0X8erOV5ZjjcJ0LegQRVA2SVYxUUuZXU9Pgh8YRLoEn4rUQZX6BODiCW%2FpzaygTsgwMlB9uOnohQhgFbMFPFyC2D4S3Elqo%2BRHW9sEwv4rLcg%3D%3D%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;+IDR113,283.42 shipping;C $169.98;Stok tidak ada;Excellent - RefurbishedExcellent - Refurbished;8 GB;Intel HD Graphics;Intel Core i5 4th Gen;256 GB | 256 GB;14 in;1600 x 900;;srahmancomputersysteminc;98.2% positive feedback
https://i.ebayimg.com/thumbs/images/g/w14AAOSwh81kjNQ6/s-l300.jpg;394684104593;Lenovo IdeaPad 3 11AST5 11.6in Laptop AMD A6-9220C 4gb 32gb emmc;Lenovo;https://www.ebay.com/itm/394684104593?epid=28041995974&hash=item5be5017f91%3Ag%3Aw14AAOSwh81kjNQ6&amdata=enc%3AAQAIAAAA4IrFjNZsnP65QE5PWUo%2F60OHIlbPqsI5DxpMmDWX%2BD%2FrH76gMiK6dH9DaiTzZ3v0J3hUpFC7sqzd0dm32U70akZgk7F%2Bd3DsNEyhF%2F0AMzm90pmOwICajWOUyzQZjt94J8YSMSUlT0xhorqOn2fYlpjT2UeGBfl0%2FnDe6yJEzdJXYb0Yhc%2FzYWnCNrIcoX0shDa8h8LvcXDHLjAVHg3Gphl%2BD0nRkhd9sLxQBKAHwApOeGbrS8rBmIA2%2FRwgZgYsdFpiFRREgfrqklOKoCP0HkIJd1JwftFKDRvARdVdClih%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;Free shipping;US $135.00;Stok tidak ada;NewNew;4 GB;;AMD A6 Dual-Core; | ;11.6 in;;;reversefinds;99.7% positive feedback
https://i.ebayimg.com/thumbs/images/g/Fe0AAOSwgNxhvFcI/s-l300.jpg;155631910117;"Gateway Convertible 11.6"" (64GB SSD, Intel Celeron 4020, 1.10GHz, 4GB RAM)...";Lenovo;https://www.ebay.com/itm/155631910117?epid=3047737391&hash=item243c627ce5%3Ag%3AFe0AAOSwgNxhvFcI&amdata=enc%3AAQAIAAAAwAB%2Bt4HOG7FYGKQc0P4gvxPr7PRpds%2FQk%2FXw%2BUP27XNRnMqutZXADvZCmEI7Ln5kWategVR8jf8iTnnAfxDS0Mox%2FsyOIvau7YOvrCZIwqhji4rL%2Bcf0ZO4eu7QcqABEbQT6UTknHS3T4O26cpacmEJpOTj%2B6COGR1YUnMFRfuF7XceaS8I%2B4Bv1r%2B7QthkaJwg7dbEH2ZxK3w2TNfcm4txFphdEsKOTaetIA20wzxtk%2FCxtOIaLuEWQn%2Fj6o5eexA%3D%3D%7Ctkp%3ABk9SR7ax39-4Yg&LH_ItemCondition=1000%7C2010;No shipping cost;US $135.00;Stok tidak ada;NewNew;4 GB;Intel HD Graphics;Intel Celeron;64 GB | 64 GB;11.6 in;1366 x 768;2.6 lbs;dr_1934;100% positive feedback
https://i.ebayimg.com/thumbs/images/g/ovoAAOSwE2hkPAV0/s-l300.jpg;155693894615;Asus Chromebook 14-ca061dx 14 in. 32GB Intel Celeron N3350  2.40GHz, 4GB Laptop;Gateway;https://www.ebay.com/itm/155693894615?epid=18032168728&hash=item2440144bd7%3Ag%3AovoAAOSwE2hkPAV0&amdata=enc%3AAQAIAAAA4GjjzDFHAa0mLKpUZKiWlGetrmBTbjzy2ij7F9r4nKFfhJzahkFng07OJsrRqWsH8K3uq11A3U%2BRud3lCPEcEGYK%2BWHJs5duYzQOeVE7UiY4QlR1%2FvncwVtJMeUwl0vaRRSipD%2F%2FLU8u1ZubOX6e%2Bv2H8C88DlTrj8sP6FTOrAF%2BBk%2FhoDQ2vxCg2u4QInnitsOR7OrNAGbjUSkhSGqHGElxYTfTfuCK6SM3GbcJ%2Bxyohd36fv6RXr2VhnypwPMnjjiQv04y9VTbrzukupTdLq5N1%2BiXeO0UKLlfG7HgjIjL%7Ctkp%3ABk9SR7ix39-4Yg&LH_ItemCondition=1000%7C2010;+IDR530,303.03 shipping;US $170.00;Stok tidak ada;NewNew;32 GB;;Intel Celeron;32GB | 32GB;14 in;;;openhouse._6;Contact seller
